onset	duration	nwb_table	epoch_name	behavioral_paradigm	environment	manipulation	peak_time	peak_normed_power	label
0.0	4794.464	epochs	fCamk1_200908_090519	BaselinePre	Home cage	None			
0.8432000000000001	0.06479999999999997	RippleTimeIntervals					0.86	3.9282779778713857	
0.9976	0.02320000000000011	RippleTimeIntervals					1.0104	4.062846470797442	
1.0	57.0	SleepStates							NREMstate
2.2104	0.02400000000000002	RippleTimeIntervals					2.2184	0.6204120268399002	
5.478400000000001	0.057599999999999874	RippleTimeIntervals					5.5032000000000005	2.83472621848357	
7.6160000000000005	0.04159999999999986	RippleTimeIntervals					7.632000000000001	1.6930812100101107	
7.8304	0.025600000000000733	RippleTimeIntervals					7.8376	0.7363060698567463	
8.4032	0.034399999999999764	RippleTimeIntervals					8.4304	1.1336542772027598	
9.0832	0.03760000000000119	RippleTimeIntervals					9.1056	4.864556612685269	
9.393600000000001	0.024799999999999045	RippleTimeIntervals					9.3976	0.637382899498024	
9.48	0.03999999999999915	RippleTimeIntervals					9.490400000000001	1.132923595979467	
9.92	0.02000000000000135	RippleTimeIntervals					9.9224	0.5171374868430044	
11.5656	0.036000000000001364	RippleTimeIntervals					11.5944	0.5894040170757159	
13.519200000000001	0.0367999999999995	RippleTimeIntervals					13.5488	2.4619488041679447	
15.840800000000002	0.09600000000000009	RippleTimeIntervals					15.8696	2.922878039569832	
16.4904	0.08159999999999812	RippleTimeIntervals					16.5384	4.802443299319414	
20.2288	0.04480000000000217	RippleTimeIntervals					20.2576	2.7169473553153263	
20.383200000000002	0.03119999999999834	RippleTimeIntervals					20.396800000000002	1.215801342683842	
20.7592	0.05120000000000147	RippleTimeIntervals					20.792	4.679567377102682	
20.916	0.04800000000000182	RippleTimeIntervals					20.948	2.6720739361002233	
21.140800000000002	0.03359999999999985	RippleTimeIntervals					21.157600000000002	1.0627679952673121	
21.2896	0.053599999999999426	RippleTimeIntervals					21.329600000000003	3.1155098357245987	
23.009600000000002	0.024799999999999045	RippleTimeIntervals					23.0184	1.4824109776907508	
