onset	duration	nwb_table	epoch_name	behavioral_paradigm	environment	manipulation	peak_time	peak_normed_power	state	label
0.0	2982.08	epochs	fCamk3_201030_075722	BaselinePre	Home cage	None				
1.0	1986.0	SleepStates								WAKEstate
2.168	0.02320000000000011	RippleTimeIntervals					2.184	2.3403710979406105		
11.7768	0.09440000000000026	RippleTimeIntervals					11.825600000000001	3.218840030552171		
12.5088	0.25679999999999836	UpDownStatesTimeIntervals							UP	
13.3608	0.10880000000000045	UpDownStatesTimeIntervals							UP	
14.3416	0.2591999999999999	UpDownStatesTimeIntervals							UP	
15.1536	0.22399999999999842	UpDownStatesTimeIntervals							UP	
15.6	0.23520000000000074	UpDownStatesTimeIntervals							UP	
17.1128	0.2024000000000008	UpDownStatesTimeIntervals							UP	
17.8592	0.15039999999999765	UpDownStatesTimeIntervals							UP	
18.4456	0.15200000000000102	UpDownStatesTimeIntervals							UP	
19.0736	0.07840000000000202	UpDownStatesTimeIntervals							DOWN	
19.3088	0.23759999999999692	UpDownStatesTimeIntervals							UP	
19.852800000000002	0.02639999999999887	RippleTimeIntervals					19.8768	1.5652667391118897		
19.9704	0.09919999999999973	UpDownStatesTimeIntervals							UP	
20.428800000000003	0.02559999999999718	RippleTimeIntervals					20.4536	1.740458034753842		
20.4648	0.24960000000000093	UpDownStatesTimeIntervals							UP	
21.0688	0.21999999999999886	UpDownStatesTimeIntervals							UP	
21.7296	0.2079999999999984	UpDownStatesTimeIntervals							UP	
124.272	0.02400000000000091	RippleTimeIntervals					124.28880000000001	2.011786280878901		
125.8944	0.07040000000000646	RippleTimeIntervals					125.9136	5.998912876297554		
142.5984	0.028800000000018144	RippleTimeIntervals					142.60240000000002	1.6931705149849399		
146.46800000000002	0.03520000000000323	RippleTimeIntervals					146.5	1.9007501663958724		
152.93120000000002	0.022399999999976217	RippleTimeIntervals					152.9512	2.1291368777426727		
173.0472	0.02559999999999718	RippleTimeIntervals					173.0688	1.845111170001283		
186.4016	0.021600000000006503	RippleTimeIntervals					186.40640000000002	1.5571979646422998		
197.8064	0.04480000000000928	RippleTimeIntervals					197.84720000000002	3.440559332528103		
200.6656	0.02240000000000464	RippleTimeIntervals					200.67680000000001	5.503879719758181		
212.74880000000002	0.02719999999999345	RippleTimeIntervals					212.76080000000002	5.499249134309733		
214.8792	0.027200000000021873	RippleTimeIntervals					214.8888	4.748641523988644		
230.95680000000002	0.06319999999999482	RippleTimeIntervals					230.9752	1.6784665513749284		
237.52640000000002	0.048799999999999955	RippleTimeIntervals					237.56	2.213030927035997		
237.62800000000001	0.02400000000000091	RippleTimeIntervals					237.6448	1.8862276080635414		
243.94480000000001	0.02719999999999345	RippleTimeIntervals					243.96880000000002	2.6397537298934135		
244.32080000000002	0.030399999999985994	RippleTimeIntervals					244.33360000000002	7.54591374259252		
245.95280000000002	0.03519999999997481	RippleTimeIntervals					245.96720000000002	13.654094597668454		
246.34	0.0408000000000186	RippleTimeIntervals					246.36720000000003	9.178949490320411		
246.67600000000002	0.023200000000002774	RippleTimeIntervals					246.692	2.3860824392281197		
257.95120000000003	0.03679999999997108	RippleTimeIntervals					257.9808	3.975991224379153		
265.4536	0.11040000000002692	RippleTimeIntervals					265.5512	15.892103949440033		
266.5016	0.03520000000003165	RippleTimeIntervals					266.5208	11.395836512345348		
267.6856	0.03839999999996735	RippleTimeIntervals					267.6936	7.505428564625343		
267.7464	0.047200000000032105	RippleTimeIntervals					267.7832	9.76188403693351		
