onset	duration	nwb_table	epoch_name	behavioral_paradigm	environment	manipulation	peak_time	peak_normed_power	state	label
0.0	4636.416	epochs	fCamk1_200909_084931	BaselinePre	Home cage	None				
1.0	877.0	SleepStates								WAKEstate
50.4256	0.031999999999996476	RippleTimeIntervals					50.4512	0.34512336385275755		
50.4808	0.020800000000001262	RippleTimeIntervals					50.485600000000005	0.425567104697294		
50.5784	0.02400000000000091	RippleTimeIntervals					50.5912	0.4096276389091262		
51.985600000000005	0.020799999999994156	RippleTimeIntervals					52.0032	0.23594022187021185		
63.2072	0.049600000000005195	RippleTimeIntervals					63.2152	0.4463493411436999		
73.39280000000001	0.03999999999999204	RippleTimeIntervals					73.41120000000001	0.25205672628294157		
101.11120000000001	0.023199999999988563	RippleTimeIntervals					101.1272	0.781647228767434		
109.7864	0.028800000000003934	RippleTimeIntervals					109.80080000000001	0.6664915095852961		
109.88080000000001	0.050399999999996226	RippleTimeIntervals					109.88640000000001	0.47691497007489075		
140.8024	0.04240000000001487	RippleTimeIntervals					140.8248	0.23219341201603896		
149.03040000000001	0.021600000000006503	RippleTimeIntervals					149.0384	0.43450528868114574		
262.6336	0.02240000000000464	RippleTimeIntervals					262.64160000000004	0.3344593580882746		
265.5992	0.02400000000000091	RippleTimeIntervals					265.6184	0.4219152178856074		
274.0328	0.020800000000008367	RippleTimeIntervals					274.0432	0.7264115103943488		
321.66720000000004	0.02719999999999345	RippleTimeIntervals					321.6872	0.3873186703849072		
322.0536	0.026400000000023738	RippleTimeIntervals					322.0616	0.8282341420379082		
332.9904	0.04239999999998645	RippleTimeIntervals					333.0248	0.33744380114375977		
337.3784	0.020800000000008367	RippleTimeIntervals					337.3832	0.6452655436878273		
350.0048	0.025600000000054024	RippleTimeIntervals					350.0176	0.8916676606027045		
369.428	0.021600000000034925	RippleTimeIntervals					369.4352	0.6664665253250478		
369.5776	0.020800000000008367	RippleTimeIntervals					369.588	0.7021696807172781		
375.3168	0.045600000000035834	RippleTimeIntervals					375.3448	0.43121394348120506		
376.4552	0.03440000000000509	RippleTimeIntervals					376.46880000000004	0.9254388967049877		
568.836	0.0624000000000251	RippleTimeIntervals					568.8456	0.7346613220671055		
575.3784	0.02800000000002001	RippleTimeIntervals					575.3960000000001	0.7558247120243807		
576.3672	0.030399999999985994	RippleTimeIntervals					576.384	0.5632883098737734		
596.2584	0.02800000000002001	RippleTimeIntervals					596.2824	0.2687343001709435		
600.784	0.024800000000027467	RippleTimeIntervals					600.7944	0.47728982733821845		
608.5184	0.026399999999966894	RippleTimeIntervals					608.5408	0.3758923458418772		
624.0328000000001	0.05999999999994543	RippleTimeIntervals					624.052	0.41722729622636917		
627.3112	0.020000000000095497	RippleTimeIntervals					627.3272000000001	0.21699138401642457		
684.5248	0.024800000000027467	RippleTimeIntervals					684.5416	0.3178942851453234		
689.9592	0.024800000000027467	RippleTimeIntervals					689.964	0.26451246654827837		
785.6784	0.025600000000054024	RippleTimeIntervals					785.6824	0.20592850908034688		
807.9680000000001	0.022399999999947795	RippleTimeIntervals					807.9856000000001	0.42148784711708626		
830.2408	0.023199999999974352	RippleTimeIntervals					830.2568	0.40135373204668373		
832.3728	0.021600000000034925	RippleTimeIntervals					832.3768	0.47503327219579505		
839.6464000000001	0.07200000000000273	RippleTimeIntervals					839.6776	0.7408800621445714		
849.0312	0.030399999999985994	RippleTimeIntervals					849.0512	0.42504059981781767		
849.2448	0.02800000000002001	RippleTimeIntervals					849.2552000000001	0.4516810419002184		
849.4072	0.02640000000008058	RippleTimeIntervals					849.412	0.3628506009299018		
851.0368000000001	0.025599999999940337	RippleTimeIntervals					851.0544	0.584917996094317		
853.8384000000001	0.03919999999993706	RippleTimeIntervals					853.8432	0.413313315182363		
853.9624	0.02400000000000091	RippleTimeIntervals					853.9736	0.4656828178425938		
854.0488	0.021600000000034925	RippleTimeIntervals					854.0536000000001	0.20501348842487802		
854.1992	0.02400000000000091	RippleTimeIntervals					854.2168	0.44006657045412956		
856.7376	0.030399999999985994	RippleTimeIntervals					856.7464	0.5896650160810858		
