onset	duration	nwb_table	epoch_name	state	label
12897.9672	0.11200000000098953	UpDownStatesTimeIntervals		UP	
12898.4904	0.27999999999883585	UpDownStatesTimeIntervals		UP	
12899.3448	0.18800000000010186	UpDownStatesTimeIntervals		UP	
12902.9184	0.12399999999979627	UpDownStatesTimeIntervals		UP	
12903.7744	0.25759999999900174	UpDownStatesTimeIntervals		UP	
12904.6296	0.2536000000000058	UpDownStatesTimeIntervals		UP	
12909.8768	0.13279999999940628	UpDownStatesTimeIntervals		UP	
12910.2064	0.4536000000007334	UpDownStatesTimeIntervals		UP	
12911.0512	0.14880000000084692	UpDownStatesTimeIntervals		UP	
12912.0176	0.13280000000122527	UpDownStatesTimeIntervals		UP	
12912.5496	0.15999999999985448	UpDownStatesTimeIntervals		UP	
12915.9792	0.14480000000003201	UpDownStatesTimeIntervals		UP	
12916.6416	0.20159999999850697	UpDownStatesTimeIntervals		UP	
12917.1688	0.08560000000034051	UpDownStatesTimeIntervals		UP	
12917.716	0.15760000000045693	UpDownStatesTimeIntervals		UP	
12922.46	0.14160000000083528	UpDownStatesTimeIntervals		UP	
12923.152	0.13520000000062282	UpDownStatesTimeIntervals		UP	
12923.7472	0.16240000000107102	UpDownStatesTimeIntervals		UP	
12924.3216	0.12160000000039872	UpDownStatesTimeIntervals		UP	
12925.108	0.12080000000059954	UpDownStatesTimeIntervals		UP	
12926.092	0.12319999999999709	UpDownStatesTimeIntervals		UP	
12926.8584	0.245600000000195	UpDownStatesTimeIntervals		UP	
12927.7096	0.13919999999961874	UpDownStatesTimeIntervals		UP	
12927.976	0.06159999999908905	UpDownStatesTimeIntervals		DOWN	
12928.3664	0.1415999999990163	UpDownStatesTimeIntervals		UP	
12928.9	0.4688000000005559	UpDownStatesTimeIntervals		UP	
12929.3688	0.2551999999996042	UpDownStatesTimeIntervals		UP	
12937.5472	0.11439999999856809	UpDownStatesTimeIntervals		UP	
12938.608	0.14240000000063446	UpDownStatesTimeIntervals		UP	
12939.1328	0.25120000000060827	UpDownStatesTimeIntervals		DOWN	
12939.384	0.22880000000077416	UpDownStatesTimeIntervals		UP	
12942.48	0.3360000000011496	UpDownStatesTimeIntervals		UP	
12943.232	0.1543999999994412	UpDownStatesTimeIntervals		UP	
12944.3304	0.1503999999986263	UpDownStatesTimeIntervals		UP	
12945.464	0.16560000000026776	UpDownStatesTimeIntervals		UP	
12946.256	0.2903999999998632	UpDownStatesTimeIntervals		UP	
12946.9104	0.09519999999974971	UpDownStatesTimeIntervals		UP	
12947.7248	0.13119999999980791	UpDownStatesTimeIntervals		UP	
12949.104	0.14480000000003201	UpDownStatesTimeIntervals		UP	
12950.0304	0.07439999999951397	UpDownStatesTimeIntervals		DOWN	
12950.1048	0.1496000000006461	UpDownStatesTimeIntervals		UP	
12951.1288	0.14639999999963038	UpDownStatesTimeIntervals		UP	
12951.8624	0.18000000000029104	UpDownStatesTimeIntervals		UP	
12952.46	0.16000000000167347	UpDownStatesTimeIntervals		UP	
12961.4368	0.14240000000063446	UpDownStatesTimeIntervals		UP	
12961.9384	0.12320000000181608	UpDownStatesTimeIntervals		UP	
12962.5248	0.1224000000001979	UpDownStatesTimeIntervals		UP	
12963.0656	0.15600000000085856	UpDownStatesTimeIntervals		UP	
12963.8504	0.22800000000097498	UpDownStatesTimeIntervals		UP	
12964.2584	0.10959999999977299	UpDownStatesTimeIntervals		DOWN	
12964.368	0.13439999999900465	UpDownStatesTimeIntervals		UP	
12964.9712	0.13279999999940628	UpDownStatesTimeIntervals		UP	
12965.4856	0.12639999999919382	UpDownStatesTimeIntervals		UP	
12966.092	0.18959999999970023	UpDownStatesTimeIntervals		UP	
12967.8368	0.17040000000088185	UpDownStatesTimeIntervals		UP	
12968.5072	0.12160000000039872	UpDownStatesTimeIntervals		UP	
12969.1272	0.12319999999999709	UpDownStatesTimeIntervals		UP	
12969.656	0.21199999999953434	UpDownStatesTimeIntervals		UP	
12971.0888	0.12560000000121363	UpDownStatesTimeIntervals		UP	
12971.7816	0.04079999999885331	UpDownStatesTimeIntervals		UP	
12972.2752	0.13760000000002037	UpDownStatesTimeIntervals		UP	
12974.4544	0.12159999999857973	UpDownStatesTimeIntervals		UP	
12975.18	0.10559999999895808	UpDownStatesTimeIntervals		UP	
12975.9456	0.1720000000004802	UpDownStatesTimeIntervals		UP	
12976.5216	0.11199999999917054	UpDownStatesTimeIntervals		UP	
12977.1608	0.17599999999947613	UpDownStatesTimeIntervals		UP	
12978.1984	0.3775999999998021	UpDownStatesTimeIntervals		UP	
12980.5848	0.13999999999941792	UpDownStatesTimeIntervals		UP	
12981.1872	0.13839999999981956	UpDownStatesTimeIntervals		UP	
12981.4608	0.4695999999985361	UpDownStatesTimeIntervals		DOWN	
12981.9304	0.2448000000003958	UpDownStatesTimeIntervals		UP	
12985.4688	0.11279999999896972	UpDownStatesTimeIntervals		UP	
12986.0216	0.2224000000005617	UpDownStatesTimeIntervals		DOWN	
12986.244	0.14959999999882712	UpDownStatesTimeIntervals		UP	
12987.3	0.15200000000004366	UpDownStatesTimeIntervals		UP	
12987.8408	0.26080000000001746	UpDownStatesTimeIntervals		UP	
12989.0632	0.22239999999874271	UpDownStatesTimeIntervals		UP	
12989.54	0.23439999999936845	UpDownStatesTimeIntervals		UP	
12990.3744	0.17919999999867287	UpDownStatesTimeIntervals		UP	
12991.712	0.1136000000005879	UpDownStatesTimeIntervals		UP	
12992.5864	0.1504000000004453	UpDownStatesTimeIntervals		UP	
12995.5584	0.14160000000083528	UpDownStatesTimeIntervals		UP	
12996.2544	0.13040000000000873	UpDownStatesTimeIntervals		UP	
12996.9176	0.13359999999920547	UpDownStatesTimeIntervals		UP	
12997.7088	0.14239999999881547	UpDownStatesTimeIntervals		UP	
12998.472	0.15279999999984284	UpDownStatesTimeIntervals		UP	
12999.244	0.14719999999942956	UpDownStatesTimeIntervals		UP	
13000.9056	0.136000000000422	UpDownStatesTimeIntervals		UP	
13001.4272	0.1815999999998894	UpDownStatesTimeIntervals		DOWN	
13001.6088	0.15600000000085856	UpDownStatesTimeIntervals		UP	
13002.1216	0.13519999999880383	UpDownStatesTimeIntervals		UP	
13003.6816	0.1640000000006694	UpDownStatesTimeIntervals		UP	
13004.2448	0.13040000000000873	UpDownStatesTimeIntervals		UP	
13004.4528	0.20720000000073924	UpDownStatesTimeIntervals		DOWN	
13004.8664	0.14480000000003201	UpDownStatesTimeIntervals		UP	
13005.8048	0.1632000000008702	UpDownStatesTimeIntervals		UP	
13007.2056	0.12880000000041036	UpDownStatesTimeIntervals		UP	
13010.3232	0.1727999999984604	UpDownStatesTimeIntervals		UP	
13010.9792	0.236800000000585	UpDownStatesTimeIntervals		UP	
13011.6552	0.13520000000062282	UpDownStatesTimeIntervals		UP	
13012.1728	0.2088000000003376	UpDownStatesTimeIntervals		UP	
13016.04	0.12319999999999709	UpDownStatesTimeIntervals		UP	
13016.4984	0.16319999999905122	UpDownStatesTimeIntervals		UP	
13019.4264	0.13520000000062282	UpDownStatesTimeIntervals		UP	
13020.1048	0.17040000000088185	UpDownStatesTimeIntervals		UP	
13020.4416	0.5103999999992084	UpDownStatesTimeIntervals		DOWN	
13020.952	0.18800000000010186	UpDownStatesTimeIntervals		UP	
13021.784	0.1776000000008935	UpDownStatesTimeIntervals		UP	
13023.8216	0.1496000000006461	UpDownStatesTimeIntervals		UP	
13024.084	0.42479999999886786	UpDownStatesTimeIntervals		DOWN	
13024.5088	0.1319999999996071	UpDownStatesTimeIntervals		UP	
13025.0736	0.15680000000065775	UpDownStatesTimeIntervals		UP	
13026.4192	0.12800000000061118	UpDownStatesTimeIntervals		UP	
13030.132	0.12800000000061118	UpDownStatesTimeIntervals		UP	
13030.9488	0.07200000000011642	UpDownStatesTimeIntervals		UP	
13031.4792	0.1496000000006461	UpDownStatesTimeIntervals		UP	
13035.4984	0.21600000000034925	UpDownStatesTimeIntervals		UP	
13036.4352	0.17679999999927531	UpDownStatesTimeIntervals		UP	
13037.3016	0.12879999999859137	UpDownStatesTimeIntervals		UP	
13039.76	0.136000000000422	UpDownStatesTimeIntervals		UP	
13040.4496	0.1679999999996653	UpDownStatesTimeIntervals		UP	
13041.0352	0.1368000000002212	UpDownStatesTimeIntervals		UP	
13042.9816	0.1176000000014028	UpDownStatesTimeIntervals		UP	
13044.2704	0.19200000000091677	UpDownStatesTimeIntervals		UP	
13046.5296	0.15359999999964202	UpDownStatesTimeIntervals		UP	
13047.2536	0.17679999999927531	UpDownStatesTimeIntervals		UP	
13047.824	0.13040000000000873	UpDownStatesTimeIntervals		UP	
13050.5512	0.17040000000088185	UpDownStatesTimeIntervals		UP	
13051.3328	0.12639999999919382	UpDownStatesTimeIntervals		UP	
13051.8232	0.23039999999855354	UpDownStatesTimeIntervals		UP	
13054.1848	0.16239999999925203	UpDownStatesTimeIntervals		UP	
13054.9408	0.19759999999951106	UpDownStatesTimeIntervals		UP	
13057.1552	0.13840000000163855	UpDownStatesTimeIntervals		UP	
13058.0632	0.1407999999992171	UpDownStatesTimeIntervals		UP	
13058.8448	0.16719999999986612	UpDownStatesTimeIntervals		UP	
13059.48	0.09760000000096625	UpDownStatesTimeIntervals		UP	
13060.3	0.14160000000083528	UpDownStatesTimeIntervals		UP	
13061.6536	0.11200000000098953	UpDownStatesTimeIntervals		UP	
13064.7384	0.3271999999997206	UpDownStatesTimeIntervals		UP	
13065.6808	0.12800000000061118	UpDownStatesTimeIntervals		UP	
13066.2264	0.19760000000133005	UpDownStatesTimeIntervals		UP	
13066.952	0.14320000000043365	UpDownStatesTimeIntervals		UP	
13069.1248	0.2672000000002299	UpDownStatesTimeIntervals		UP	
13069.764	0.34799999999995634	UpDownStatesTimeIntervals		DOWN	
13070.4104	0.1727999999984604	UpDownStatesTimeIntervals		UP	
13072.4408	0.1279999999987922	UpDownStatesTimeIntervals		UP	
13073.5632	0.1279999999987922	UpDownStatesTimeIntervals		UP	
13074.5832	0.2552000000014232	UpDownStatesTimeIntervals		UP	
13075.1696	0.14720000000124855	UpDownStatesTimeIntervals		UP	
13075.808	0.1591999999982363	UpDownStatesTimeIntervals		UP	
13076.3744	0.24239999999917927	UpDownStatesTimeIntervals		UP	
13077.24	0.26959999999962747	UpDownStatesTimeIntervals		UP	
13080.252	0.13839999999981956	UpDownStatesTimeIntervals		UP	
13080.9848	0.1551999999992404	UpDownStatesTimeIntervals		UP	
13083.2608	0.27920000000085565	UpDownStatesTimeIntervals		UP	
13084.1472	0.25760000000082073	UpDownStatesTimeIntervals		UP	
13089.0344	0.13359999999920547	UpDownStatesTimeIntervals		UP	
13089.3856	0.15120000000024447	UpDownStatesTimeIntervals		DOWN	
13089.7304	0.14879999999902793	UpDownStatesTimeIntervals		UP	
13090.4136	0.118399999999383	UpDownStatesTimeIntervals		UP	
13090.9184	0.13359999999920547	UpDownStatesTimeIntervals		UP	
13091.6216	0.15679999999883876	UpDownStatesTimeIntervals		UP	
13092.52	0.22159999999894353	UpDownStatesTimeIntervals		UP	
13093.3176	0.14639999999963038	UpDownStatesTimeIntervals		UP	
13094.2344	0.2496000000010099	UpDownStatesTimeIntervals		UP	
13094.7544	0.31040000000029977	UpDownStatesTimeIntervals		DOWN	
13095.4504	0.14880000000084692	UpDownStatesTimeIntervals		UP	
13096.3736	0.13599999999860302	UpDownStatesTimeIntervals		UP	
13097.0008	0.21199999999953434	UpDownStatesTimeIntervals		DOWN	
13097.2128	0.1224000000001979	UpDownStatesTimeIntervals		UP	
13097.7856	0.06640000000152213	UpDownStatesTimeIntervals		UP	
13102.5912	0.12159999999857973	UpDownStatesTimeIntervals		UP	
13103.444	0.16880000000128348	UpDownStatesTimeIntervals		UP	
13106.9896	0.14319999999861466	UpDownStatesTimeIntervals		UP	
13107.4928	0.272000000000844	UpDownStatesTimeIntervals		UP	
13108.3432	0.14800000000104774	UpDownStatesTimeIntervals		UP	
13108.8288	0.13839999999981956	UpDownStatesTimeIntervals		UP	
13111.4	0.1455999999998312	UpDownStatesTimeIntervals		UP	
13112.02	0.1823999999996886	UpDownStatesTimeIntervals		UP	
13112.7896	0.27919999999903666	UpDownStatesTimeIntervals		UP	
13113.3864	0.245600000000195	UpDownStatesTimeIntervals		DOWN	
13114.0128	0.1504000000004453	UpDownStatesTimeIntervals		UP	
13115.4072	0.1455999999998312	UpDownStatesTimeIntervals		UP	
13116.0352	0.31040000000029977	UpDownStatesTimeIntervals		DOWN	
13116.3456	0.21279999999933352	UpDownStatesTimeIntervals		UP	
13117.4048	0.1368000000002212	UpDownStatesTimeIntervals		UP	
13121.2496	0.1312000000016269	UpDownStatesTimeIntervals		UP	
13121.7624	0.14160000000083528	UpDownStatesTimeIntervals		UP	
13122.4	0.14320000000043365	UpDownStatesTimeIntervals		UP	
13124.7048	0.33840000000054715	UpDownStatesTimeIntervals		UP	
13126.2632	0.10800000000017462	UpDownStatesTimeIntervals		UP	
13126.8888	0.1368000000002212	UpDownStatesTimeIntervals		UP	
13132.2824	0.13359999999920547	UpDownStatesTimeIntervals		UP	
13132.8664	0.1863999999986845	UpDownStatesTimeIntervals		UP	
13138.7528	0.1551999999992404	UpDownStatesTimeIntervals		UP	
13139.944	0.12479999999959546	UpDownStatesTimeIntervals		DOWN	
13140.0688	0.22400000000016007	UpDownStatesTimeIntervals		UP	
13140.5632	0.10399999999935972	UpDownStatesTimeIntervals		UP	
13144.688	0.17599999999947613	UpDownStatesTimeIntervals		UP	
13145.2256	0.3271999999997206	UpDownStatesTimeIntervals		DOWN	
13145.5528	0.1400000000012369	UpDownStatesTimeIntervals		UP	
13147.88	0.2816000000002532	UpDownStatesTimeIntervals		UP	
13148.5992	0.22079999999914435	UpDownStatesTimeIntervals		UP	
13149.4928	0.16079999999965366	UpDownStatesTimeIntervals		UP	
13150.3416	0.12080000000059954	UpDownStatesTimeIntervals		UP	
13150.9912	0.1407999999992171	UpDownStatesTimeIntervals		UP	
13153.4616	0.13919999999961874	UpDownStatesTimeIntervals		UP	
13155.188	0.13119999999980791	UpDownStatesTimeIntervals		UP	
13155.7728	0.1224000000001979	UpDownStatesTimeIntervals		DOWN	
13155.8952	0.12479999999959546	UpDownStatesTimeIntervals		UP	
13156.4944	0.24880000000121072	UpDownStatesTimeIntervals		UP	
13157.4928	0.127200000000812	UpDownStatesTimeIntervals		UP	
13158.2808	0.33359999999993306	UpDownStatesTimeIntervals		DOWN	
13158.6144	0.14239999999881547	UpDownStatesTimeIntervals		UP	
13161.064	0.1679999999996653	UpDownStatesTimeIntervals		UP	
13161.7296	0.2591999999986001	UpDownStatesTimeIntervals		DOWN	
13161.9888	0.12880000000041036	UpDownStatesTimeIntervals		UP	
13162.5968	0.13360000000102445	UpDownStatesTimeIntervals		UP	
13163.1072	0.2183999999997468	UpDownStatesTimeIntervals		UP	
13166.3168	0.14239999999881547	UpDownStatesTimeIntervals		UP	
13166.7904	0.21279999999933352	UpDownStatesTimeIntervals		UP	
13167.1912	0.20240000000012515	UpDownStatesTimeIntervals		DOWN	
13167.3936	0.13920000000143773	UpDownStatesTimeIntervals		UP	
13168.3944	0.1776000000008935	UpDownStatesTimeIntervals		UP	
13168.708	0.31199999999989814	UpDownStatesTimeIntervals		DOWN	
13169.4168	0.1319999999996071	UpDownStatesTimeIntervals		UP	
13177.4624	0.19759999999951106	UpDownStatesTimeIntervals		UP	
13178.2648	0.14959999999882712	UpDownStatesTimeIntervals		UP	
13178.832	0.227999999999156	UpDownStatesTimeIntervals		UP	
13179.56	0.14720000000124855	UpDownStatesTimeIntervals		UP	
13180.4976	0.24799999999959255	UpDownStatesTimeIntervals		UP	
13180.9504	0.18080000000009022	UpDownStatesTimeIntervals		UP	
13181.9696	0.15760000000045693	UpDownStatesTimeIntervals		UP	
13182.8968	0.14719999999942956	UpDownStatesTimeIntervals		UP	
13185.6264	0.03360000000066066	UpDownStatesTimeIntervals		DOWN	
13185.9016	0.26560000000063155	UpDownStatesTimeIntervals		UP	
13186.6096	0.08719999999993888	UpDownStatesTimeIntervals		DOWN	
13186.8552	0.17519999999967695	UpDownStatesTimeIntervals		UP	
13187.6928	0.2591999999986001	UpDownStatesTimeIntervals		UP	
13188.9904	0.1551999999992404	UpDownStatesTimeIntervals		UP	
13190.0008	0.12960000000020955	UpDownStatesTimeIntervals		UP	
13190.6768	0.1504000000004453	UpDownStatesTimeIntervals		UP	
13191.2144	0.15839999999843712	UpDownStatesTimeIntervals		UP	
13191.828	0.13360000000102445	UpDownStatesTimeIntervals		UP	
13192.4024	0.15759999999863794	UpDownStatesTimeIntervals		UP	
13192.9952	0.14160000000083528	UpDownStatesTimeIntervals		UP	
13193.928	0.16239999999925203	UpDownStatesTimeIntervals		UP	
13195.0976	0.13280000000122527	UpDownStatesTimeIntervals		UP	
13195.7288	0.13839999999981956	UpDownStatesTimeIntervals		UP	
13196.5408	0.14639999999963038	UpDownStatesTimeIntervals		UP	
13199.2104	0.14639999999963038	UpDownStatesTimeIntervals		UP	
13204.4112	0.14239999999881547	UpDownStatesTimeIntervals		UP	
13221.276	0.14400000000023283	UpDownStatesTimeIntervals		UP	
13221.4984	0.6343999999990046	UpDownStatesTimeIntervals		DOWN	
