onset	duration	nwb_table	visited_arm	epoch_name	behavioral_paradigm	environment	manipulation	peak_time	peak_normed_power	peak_frequencies	ripple_durations	peak_amplitudes	label
1168.4424000000001	0.02800000000002001	RippleTimeIntervals						1168.4576	11.54483782541205	156.53274530794118	0.02800000000002001	1805.0191398917173	
1169.0	4.0	SleepStates											NREM_ThDt
1169.0	4.0	SleepStates											NREM_noRipples_ThDt
1172.7768	0.04559999999992215	RippleTimeIntervals						1172.8152	3.8317897815200874	136.36971865477338	0.04559999999992215	1520.6247159065856	
1172.9848	0.028800000000046566	RippleTimeIntervals						1173.0032	13.0427808647027	138.96187292553608	0.028800000000046566	2502.0373630616227	
1175.0	18.0	SleepStates											NREM_ThDt
1175.0	18.0	SleepStates											NREM_noRipples_ThDt
1182.5304	0.026399999999966894	RippleTimeIntervals						1182.5448000000001	4.736581306847808	128.51538701455908	0.026399999999966894	1692.1127601139221	
1186.9672	0.021600000000034925	RippleTimeIntervals						1186.9784	5.537922990659483	153.41749640363912	0.021600000000034925	1427.632363352483	
1187.1088	0.032000000000152795	RippleTimeIntervals						1187.1328	3.8200827816825726	133.88184376540465	0.032000000000152795	1620.2045620891317	
1188.596	0.022400000000061482	RippleTimeIntervals						1188.6032	3.7423548652974716	146.8992595636874	0.022400000000061482	1271.826511052137	
1188.6936	0.0807999999999538	RippleTimeIntervals						1188.7640000000001	5.495131101464161	169.68746148942898	0.0807999999999538	1061.095670086869	
1195.0	5.0	SleepStates											NREM_ThDt
1195.0	5.0	SleepStates											NREM_noRipples_ThDt
1200.1216	0.022400000000061482	RippleTimeIntervals						1200.1336000000001	5.075993503328018	140.90578716475437	0.022400000000061482	1619.7630443400278	
1202.0	2.0	SleepStates											NREM_ThDt
1202.0	2.0	SleepStates											NREM_noRipples_ThDt
1206.0	11.0	SleepStates											NREM_ThDt
1206.0	11.0	SleepStates											NREM_noRipples_ThDt
1207.7648000000002	0.022399999999834108	RippleTimeIntervals						1207.7728	5.480217498084926	148.45041886317648	0.022399999999834108	1667.2475317005074	
1211.736	0.030399999999872307	RippleTimeIntervals						1211.748	5.194272913043195	137.79390944265816	0.030399999999872307	1400.269351597592	
1212.4376	0.03440000000000509	RippleTimeIntervals						1212.4456	4.992744934771981	173.3249797653856	0.03440000000000509	920.8035562207558	
1212.7808	0.03600000000005821	RippleTimeIntervals						1212.7992000000002	7.659187045684162	154.57595056024044	0.03600000000005821	1650.5987558148443	
1213.1312	0.02719999999999345	RippleTimeIntervals						1213.1432	4.601557122255519	136.9383866304564	0.02719999999999345	1628.324043355908	
1220.0	15.0	SleepStates											WAKEstate
1220.0	15.0	SleepStates											WAKEnontheta
1220.0	3.0	SleepStates											WAKEtheta_ThDt
1220.0	1.0	SleepStates											QWake_ThDt
1220.0	1.0	SleepStates											QWake_noRipples_ThDt
1223.0	1.0	SleepStates											QWake_ThDt
1223.0	1.0	SleepStates											QWake_noRipples_ThDt
1225.0	0.0	SleepStates											WAKEtheta_ThDt
1226.0	0.0	SleepStates											QWake_ThDt
1226.0	0.0	SleepStates											QWake_noRipples_ThDt
1227.0	6.0	SleepStates											WAKEtheta_ThDt
1233.0	1.0	SleepStates											QWake_ThDt
1233.0	1.0	SleepStates											QWake_noRipples_ThDt
1235.0	0.0	SleepStates											WAKEtheta_ThDt
1236.0	139.0	SleepStates											NREMstate
1239.0	2.0	SleepStates											NREM_ThDt
1239.0	2.0	SleepStates											NREM_noRipples_ThDt
1241.2128	0.031200000000126238	RippleTimeIntervals						1241.236	8.980253834353993	138.2540357461823	0.031200000000126238	2071.3584526383793	
1243.0	1.0	SleepStates											NREM_ThDt
1243.0	1.0	SleepStates											NREM_noRipples_ThDt
1246.8328000000001	0.03279999999995198	RippleTimeIntervals						1246.856	8.157238477143734	149.03723877142903	0.03279999999995198	2099.9807765188425	
1248.0	0.0	SleepStates											NREM_ThDt
1248.0	0.0	SleepStates											NREM_noRipples_ThDt
1250.0464	0.05360000000018772	RippleTimeIntervals						1250.0736000000002	5.9415588899551866	138.31949510378985	0.05360000000018772	1350.7090465141778	
1250.4528	0.04559999999992215	RippleTimeIntervals						1250.4848	8.454849644445822	149.5951043914424	0.04559999999992215	1619.2681092290293	
1252.0	2.0	SleepStates											NREM_ThDt
1252.0	2.0	SleepStates											NREM_noRipples_ThDt
1256.0	0.0	SleepStates											NREM_ThDt
1256.0	0.0	SleepStates											NREM_noRipples_ThDt
1259.0	3.0	SleepStates											NREM_ThDt
1259.0	3.0	SleepStates											NREM_noRipples_ThDt
1266.0024	0.030399999999872307	RippleTimeIntervals						1266.028	5.7982029463389875	135.03448392898855	0.030399999999872307	1901.514330307832	
1267.0	0.0	SleepStates											NREM_ThDt
1267.0	0.0	SleepStates											NREM_noRipples_ThDt
1268.5584000000001	0.04240000000004329	RippleTimeIntervals						1268.5768	9.001395955010896	149.55222350573692	0.04240000000004329	1755.3174265799346	
1269.0	4.0	SleepStates											NREM_ThDt
1269.0	4.0	SleepStates											NREM_noRipples_ThDt
1271.1680000000001	0.020800000000008367	RippleTimeIntervals						1271.1816000000001	7.54701436644586	143.20311137486033	0.020800000000008367	1955.1367557296212	
1271.2672	0.02800000000002001	RippleTimeIntervals						1271.2824	10.223743531353108	150.38599268005012	0.02800000000002001	1914.2079268335997	
1272.5936000000002	0.035999999999830834	RippleTimeIntervals						1272.6176	6.408639304025946	139.58836227210378	0.035999999999830834	1389.7897425202589	
1272.7952	0.03040000000009968	RippleTimeIntervals						1272.8096	10.907930368335462	162.2527099874155	0.03040000000009968	1958.4459892387517	
1273.2088	0.028800000000046566	RippleTimeIntervals						1273.22	9.186463634543443	162.63793591521642	0.028800000000046566	1619.0598731388372	
1275.0	6.0	SleepStates											NREM_ThDt
1275.0	6.0	SleepStates											NREM_noRipples_ThDt
1276.2808	0.02320000000008804	RippleTimeIntervals						1276.2968	4.520464569881795	129.80211178038815	0.02320000000008804	1783.8897863417856	
1279.0320000000002	0.038399999999910506	RippleTimeIntervals						1279.0568	9.932676321651195	172.09873296042	0.038399999999910506	1401.0796699357584	
1283.0	3.0	SleepStates											NREM_ThDt
1283.0	3.0	SleepStates											NREM_noRipples_ThDt
1283.4912000000002	0.02479999999991378	RippleTimeIntervals						1283.5024	4.463526083478896	148.37115736270448	0.02479999999991378	1179.8401090195257	
1286.2160000000001	0.041600000000016735	RippleTimeIntervals						1286.2464	5.397462499662404	139.5504746769471	0.041600000000016735	1358.8091492695078	
1286.5616	0.028800000000046566	RippleTimeIntervals						1286.5792000000001	5.935122403205662	150.3290261134358	0.028800000000046566	1545.7261827247978	
1286.7296000000001	0.03679999999985739	RippleTimeIntervals						1286.7448000000002	11.2396344842155	151.96057286608223	0.03679999999985739	1996.4380136682373	
1287.2048	0.024000000000114596	RippleTimeIntervals						1287.2136	5.251537163201333	150.12409345683454	0.024000000000114596	1456.9669826559657	
1288.0	7.0	SleepStates											NREM_ThDt
1288.0	7.0	SleepStates											NREM_noRipples_ThDt
1298.0	0.0	SleepStates											NREM_ThDt
1298.0	0.0	SleepStates											NREM_noRipples_ThDt
1298.3192000000001	0.022399999999834108	RippleTimeIntervals						1298.3304	4.70057752609811	140.57071079249056	0.022399999999834108	1330.1072491012126	
1298.4776000000002	0.051199999999880674	RippleTimeIntervals						1298.4928	5.463613650762556	144.24262707458178	0.051199999999880674	1575.2625223904631	
1299.5808	0.026400000000194268	RippleTimeIntervals						1299.5952	4.5036198934928	175.87736127895056	0.026400000000194268	1145.3231348848792	
1300.0	42.0	SleepStates											NREM_ThDt
1300.0	42.0	SleepStates											NREM_noRipples_ThDt
1302.4672	0.03040000000009968	RippleTimeIntervals						1302.476	6.310710642714274	139.75182137538172	0.03040000000009968	1780.7206288844	
1302.8600000000001	0.026399999999966894	RippleTimeIntervals						1302.8792	4.291141022340992	134.90832764011424	0.026399999999966894	1682.3755855027478	
1306.8768	0.021600000000034925	RippleTimeIntervals						1306.892	5.037086285951063	136.98009360277092	0.021600000000034925	1673.6591368697475	
1318.1680000000001	0.03199999999992542	RippleTimeIntervals						1318.188	7.05040916018389	135.44416960093432	0.03199999999992542	1781.107680603702	
1320.1832000000002	0.05199999999990723	RippleTimeIntervals						1320.1936	10.997689862403782	164.25749955678253	0.05199999999990723	1596.8313777746544	
1321.6992	0.024000000000114596	RippleTimeIntervals						1321.7152	5.093116774284878	141.4650918509015	0.024000000000114596	1493.3397862569468	
1331.5448000000001	0.06399999999985084	RippleTimeIntervals						1331.556	4.50785502833166	139.57366800407942	0.06399999999985084	1499.5602945869853	
1333.5984	0.03919999999993706	RippleTimeIntervals						1333.6104	3.899786215332392	135.4539301786952	0.03919999999993706	1353.6136725572046	
1337.1944	0.03199999999992542	RippleTimeIntervals						1337.1992	4.141477464886595	150.16137469761213	0.03199999999992542	1158.4523115300053	
1342.0336	0.05120000000010805	RippleTimeIntervals						1342.0624	5.347819654114668	136.6399043158686	0.05120000000010805	1516.2282970871636	
1342.7776000000001	0.022399999999834108	RippleTimeIntervals						1342.788	5.890643134368131	163.87814236165553	0.022399999999834108	1110.9049320423937	
1343.3344	0.03280000000017935	RippleTimeIntervals						1343.3528000000001	9.510795485661607	157.54149784119983	0.03280000000017935	1479.4620515976403	
1344.0	12.0	SleepStates											NREM_ThDt
1344.0	12.0	SleepStates											NREM_noRipples_ThDt
1344.7144	0.023999999999887223	RippleTimeIntervals						1344.7256	7.42432536873838	153.80396644656994	0.023999999999887223	1476.4807819893915	
1350.2272	0.02719999999999345	RippleTimeIntervals						1350.2432000000001	5.0653879294648565	132.3547957068596	0.02719999999999345	1849.048106416352	
1351.9784	0.03360000000020591	RippleTimeIntervals						1351.9864	3.7243309000009055	144.27566463372872	0.03360000000020591	1200.5202228466628	
1358.0	3.0	SleepStates											NREM_ThDt
1358.0	3.0	SleepStates											NREM_noRipples_ThDt
1363.0	12.0	SleepStates											NREM_ThDt
1363.0	12.0	SleepStates											NREM_noRipples_ThDt
1370.4672	0.03040000000009968	RippleTimeIntervals						1370.4824	12.350559983324668	147.30070796662963	0.03040000000009968	2105.862577673127	
1376.0	8.0	SleepStates											WAKEstate
1376.0	8.0	SleepStates											WAKEnontheta
1376.0	1.0	SleepStates											QWake_ThDt
1376.0	1.0	SleepStates											QWake_noRipples_ThDt
1377.0	5.0	SleepStates											WAKEtheta_ThDt
1384.0	0.0	SleepStates											QWake_ThDt
1384.0	0.0	SleepStates											QWake_noRipples_ThDt
1385.0	98.0	SleepStates											NREMstate
1385.0	1.0	SleepStates											NREM_ThDt
1385.0	1.0	SleepStates											NREM_noRipples_ThDt
1390.0	2.0	SleepStates											NREM_ThDt
1390.0	2.0	SleepStates											NREM_noRipples_ThDt
1391.9096	0.03040000000009968	RippleTimeIntervals						1391.9288000000001	6.514898778470268	180.38058327738673	0.03040000000009968	1238.3287150180674	
1397.0	0.0	SleepStates											NREM_ThDt
1397.0	0.0	SleepStates											NREM_noRipples_ThDt
1398.3448	0.028800000000046566	RippleTimeIntervals						1398.356	4.777892898252513	150.36724731814346	0.028800000000046566	1336.444277950981	
1399.0	7.0	SleepStates											NREM_ThDt
1399.0	7.0	SleepStates											NREM_noRipples_ThDt
1406.38	0.025599999999940337	RippleTimeIntervals						1406.3912	7.396820145869708	157.62919775778826	0.025599999999940337	1423.1267812663987	
1409.2008	0.026399999999966894	RippleTimeIntervals						1409.2232000000001	3.7004647067747842	134.8972955617006	0.026399999999966894	1495.6965543327458	
1410.0	9.0	SleepStates											NREM_ThDt
1410.0	9.0	SleepStates											NREM_noRipples_ThDt
1421.0	5.0	SleepStates											NREM_ThDt
1421.0	5.0	SleepStates											NREM_noRipples_ThDt
1425.0240000000001	0.023199999999860665	RippleTimeIntervals						1425.036	5.7843589896583305	150.41858533382208	0.023199999999860665	1333.0362763912349	
1426.4296000000002	0.022399999999834108	RippleTimeIntervals						1426.4376	4.618790015839082	166.32838702461888	0.022399999999834108	831.5767917693342	
1427.38	0.021600000000034925	RippleTimeIntervals						1427.3912	4.555085702424303	145.48834131523486	0.021600000000034925	1252.3629312073201	
1431.0	10.0	SleepStates											NREM_ThDt
1431.0	10.0	SleepStates											NREM_noRipples_ThDt
1442.872	0.03040000000009968	RippleTimeIntervals						1442.8880000000001	6.512435848882804	145.15445421371578	0.03040000000009968	1312.321655348563	
1443.0	0.0	SleepStates											NREM_ThDt
1443.0	0.0	SleepStates											NREM_noRipples_ThDt
1446.0	18.0	SleepStates											NREM_ThDt
1446.0	18.0	SleepStates											NREM_noRipples_ThDt
1450.8832	0.04240000000004329	RippleTimeIntervals						1450.9152000000001	6.001126425833219	143.77307784428382	0.04240000000004329	1388.56935368472	
1452.7072	0.025599999999940337	RippleTimeIntervals						1452.7184	6.95608799659342	146.92379316240627	0.025599999999940337	1366.9072682888964	
1458.9632000000001	0.03279999999995198	RippleTimeIntervals						1458.9752	10.259477165117563	147.5026041961567	0.03279999999995198	2044.227405235753	
1466.0	12.0	SleepStates											NREM_ThDt
1466.0	12.0	SleepStates											NREM_noRipples_ThDt
1468.5928000000001	0.02479999999991378	RippleTimeIntervals						1468.6072000000001	5.323663246684887	174.65951137392528	0.02479999999991378	1118.3313333995793	
1470.7736	0.09519999999997708	RippleTimeIntervals						1470.7912000000001	10.039821676492238	156.1603181588526	0.09519999999997708	1637.426570916187	
1482.0	1.0	SleepStates											NREM_ThDt
1482.0	1.0	SleepStates											NREM_noRipples_ThDt
1484.0	8.0	SleepStates											WAKEstate
1484.0	8.0	SleepStates											WAKEnontheta
1484.0	2.0	SleepStates											QWake_ThDt
1484.0	2.0	SleepStates											QWake_noRipples_ThDt
1486.0	5.0	SleepStates											WAKEtheta_ThDt
1493.0	78.0	SleepStates											NREMstate
1493.0	4.0	SleepStates											NREM_ThDt
1493.0	4.0	SleepStates											NREM_noRipples_ThDt
1493.9184	0.044800000000122964	RippleTimeIntervals						1493.9376	6.967623331358218	163.4098056050787	0.044800000000122964	860.1293976126026	
1495.7232000000001	0.028800000000046566	RippleTimeIntervals						1495.732	6.37646555151596	143.90068467025344	0.028800000000046566	1618.851824740836	
1500.0	1.0	SleepStates											NREM_ThDt
1500.0	1.0	SleepStates											NREM_noRipples_ThDt
1504.0	2.0	SleepStates											NREM_ThDt
1504.0	2.0	SleepStates											NREM_noRipples_ThDt
1508.0	12.0	SleepStates											NREM_ThDt
1508.0	12.0	SleepStates											NREM_noRipples_ThDt
1510.2856000000002	0.02479999999991378	RippleTimeIntervals						1510.3008	4.755442809141092	154.25324935566883	0.02479999999991378	1139.4323305248952	
1510.796	0.033599999999978536	RippleTimeIntervals						1510.8072	4.668287671753443	136.7296641914813	0.033599999999978536	1476.3864882485198	
1512.7776000000001	0.03440000000000509	RippleTimeIntervals						1512.7992000000002	13.39367560151407	150.82696532081866	0.03440000000000509	2165.81879015576	
1514.8216	0.024000000000114596	RippleTimeIntervals						1514.8304	6.229197434801791	140.25537920960073	0.024000000000114596	2078.2956490991105	
1519.4648	0.03280000000017935	RippleTimeIntervals						1519.476	4.880200698196634	159.67802390368402	0.03280000000017935	1110.3196768626945	
1523.0	15.0	SleepStates											NREM_ThDt
1523.0	15.0	SleepStates											NREM_noRipples_ThDt
1526.4416	0.03520000000003165	RippleTimeIntervals						1526.4648	4.343701058763521	143.70268176729076	0.03520000000003165	1128.033819327983	
1526.6128	0.038399999999910506	RippleTimeIntervals						1526.6280000000002	3.760527974569347	158.4911267441881	0.038399999999910506	950.6969021217499	
1537.2536	0.041600000000016735	RippleTimeIntervals						1537.2656000000002	7.480900628536899	140.81950565014785	0.041600000000016735	1736.4143776485812	
1540.0	0.0	SleepStates											NREM_ThDt
1540.0	0.0	SleepStates											NREM_noRipples_ThDt
1542.0	6.0	SleepStates											NREM_ThDt
1542.0	6.0	SleepStates											NREM_noRipples_ThDt
1548.9640000000002	0.026399999999966894	RippleTimeIntervals						1548.976	4.704685625136453	130.56644184456647	0.026399999999966894	1644.576503872231	
1550.0	1.0	SleepStates											NREM_ThDt
1550.0	1.0	SleepStates											NREM_noRipples_ThDt
1551.0592000000001	0.03919999999993706	RippleTimeIntervals						1551.0832	8.42497220323211	145.52433293258736	0.03919999999993706	1687.786003199469	
1552.3232	0.03840000000013788	RippleTimeIntervals						1552.344	5.064323552005155	129.11862963840144	0.03840000000013788	1610.4295770369602	
1554.0	0.0	SleepStates											NREM_ThDt
1554.0	0.0	SleepStates											NREM_noRipples_ThDt
1556.0	15.0	SleepStates											NREM_ThDt
1556.0	15.0	SleepStates											NREM_noRipples_ThDt
1568.104	0.031200000000126238	RippleTimeIntervals						1568.1216000000002	12.29006848072276	151.91116745655344	0.031200000000126238	1888.7823942301159	
1571.4208	0.022400000000061482	RippleTimeIntervals						1571.428	4.2336837948873125	142.51391190930374	0.022400000000061482	1411.452024863912	
1572.0	31.0	SleepStates											WAKEstate
1572.0	31.0	SleepStates											WAKEnontheta
1572.0	1.0	SleepStates											QWake_ThDt
1572.0	1.0	SleepStates											QWake_noRipples_ThDt
1574.0	20.0	SleepStates											WAKEtheta_ThDt
1576.0	2.0	SleepStates											QWake_ThDt
1576.0	2.0	SleepStates											QWake_noRipples_ThDt
1594.0	0.0	SleepStates											QWake_ThDt
1594.0	0.0	SleepStates											QWake_noRipples_ThDt
1596.0	2.0	SleepStates											WAKEtheta_ThDt
1598.0	2.0	SleepStates											QWake_ThDt
1598.0	2.0	SleepStates											QWake_noRipples_ThDt
1600.0	3.0	SleepStates											WAKEtheta_ThDt
1603.0	0.0	SleepStates											QWake_ThDt
1603.0	0.0	SleepStates											QWake_noRipples_ThDt
1604.0	392.0	SleepStates											NREMstate
1604.0	1.0	SleepStates											NREM_ThDt
1604.0	1.0	SleepStates											NREM_noRipples_ThDt
1605.0056000000002	0.025599999999940337	RippleTimeIntervals						1605.0240000000001	7.1005225331781165	136.0920079554162	0.025599999999940337	2127.6369759446343	
1609.0	2.0	SleepStates											NREM_ThDt
1609.0	2.0	SleepStates											NREM_noRipples_ThDt
1611.0544	0.04079999999999018	RippleTimeIntervals						1611.0768	8.833535840640042	159.56305745977284	0.04079999999999018	1500.401997258749	
1613.0	4.0	SleepStates											NREM_ThDt
1613.0	4.0	SleepStates											NREM_noRipples_ThDt
1615.836	0.031200000000126238	RippleTimeIntervals						1615.8488	8.280123282191163	141.9555826421888	0.031200000000126238	1773.3532821044687	
1619.2672	0.02719999999999345	RippleTimeIntervals						1619.276	5.329423633228933	138.9882000910912	0.02719999999999345	1889.1910079435247	
1620.0	0.0	SleepStates											NREM_ThDt
1620.0	0.0	SleepStates											NREM_noRipples_ThDt
1623.0	2.0	SleepStates											NREM_ThDt
1623.0	2.0	SleepStates											NREM_noRipples_ThDt
1627.0	1.0	SleepStates											NREM_ThDt
1627.0	1.0	SleepStates											NREM_noRipples_ThDt
1628.9952	0.07439999999996871	RippleTimeIntervals						1629.0176000000001	9.420181774334607	139.76281136032748	0.07439999999996871	2086.8158354269463	
1630.0	2.0	SleepStates											NREM_ThDt
1630.0	2.0	SleepStates											NREM_noRipples_ThDt
1632.804	0.02719999999999345	RippleTimeIntervals						1632.8232	5.444162980678896	130.57360917520128	0.02719999999999345	1922.5473005943338	
1633.2888	0.05120000000010805	RippleTimeIntervals						1633.3088	5.043906675518159	134.16818206238258	0.05120000000010805	1980.5133562754181	
1635.0	1.0	SleepStates											NREM_ThDt
1635.0	1.0	SleepStates											NREM_noRipples_ThDt
1636.516	0.020800000000008367	RippleTimeIntervals						1636.5272	4.115690339828423	149.02460028584642	0.020800000000008367	1156.6961420126545	
1638.0	2.0	SleepStates											NREM_ThDt
1638.0	2.0	SleepStates											NREM_noRipples_ThDt
1642.0	2.0	SleepStates											NREM_ThDt
1642.0	2.0	SleepStates											NREM_noRipples_ThDt
1647.0	13.0	SleepStates											NREM_ThDt
1647.0	13.0	SleepStates											NREM_noRipples_ThDt
1647.1016000000002	0.030399999999872307	RippleTimeIntervals						1647.1128	4.66968245551486	141.11735504886755	0.030399999999872307	1411.839044488488	
1648.1224	0.032000000000152795	RippleTimeIntervals						1648.1408000000001	8.831732580945518	147.27863146547304	0.032000000000152795	1421.5799343695119	
1648.3032	0.033599999999978536	RippleTimeIntervals						1648.3296	5.5299399020222255	133.52658548018292	0.033599999999978536	1639.2184953533974	
1648.9664	0.04719999999997526	RippleTimeIntervals						1648.9936	4.814252733132194	144.46524395555616	0.04719999999997526	1274.5043444098276	
1649.5296	0.048800000000028376	RippleTimeIntervals						1649.5656000000001	4.9716547879338915	169.95705170454858	0.048800000000028376	960.9497606323531	
1649.6808	0.03279999999995198	RippleTimeIntervals						1649.6992	8.889690909561809	141.20905706416275	0.03279999999995198	1856.1708367561046	
1661.1864	0.05040000000008149	RippleTimeIntervals						1661.2256	3.8504127213204207	141.17857080588473	0.05040000000008149	1137.889412673963	
1661.4304000000002	0.027999999999792635	RippleTimeIntervals						1661.4448	3.9314283856767007	141.65766853749903	0.027999999999792635	1350.9031632173344	
1661.9792	0.028800000000046566	RippleTimeIntervals						1661.988	3.72545211114953	144.85824930049392	0.028800000000046566	1231.6710540687309	
1662.0	6.0	SleepStates											NREM_ThDt
1662.0	6.0	SleepStates											NREM_noRipples_ThDt
1670.0	2.0	SleepStates											NREM_ThDt
1670.0	2.0	SleepStates											NREM_noRipples_ThDt
1674.0	0.0	SleepStates											NREM_ThDt
1674.0	0.0	SleepStates											NREM_noRipples_ThDt
1676.0	1.0	SleepStates											NREM_ThDt
1676.0	1.0	SleepStates											NREM_noRipples_ThDt
1677.3944000000001	0.023199999999860665	RippleTimeIntervals						1677.4056	8.618709909091356	145.80295032640188	0.023199999999860665	1987.5403413078916	
1679.2608	0.028800000000046566	RippleTimeIntervals						1679.2752	5.694308381950995	149.3759086636296	0.028800000000046566	1397.7771972247183	
1679.3912	0.03520000000003165	RippleTimeIntervals						1679.4024000000002	5.103941616534511	139.31283491735175	0.03520000000003165	1730.7508351213821	
1680.0	8.0	SleepStates											NREM_ThDt
1680.0	8.0	SleepStates											NREM_noRipples_ThDt
1685.9832000000001	0.02959999999984575	RippleTimeIntervals						1685.9984000000002	12.698239639551906	145.56789734154708	0.02959999999984575	2339.288256713741	
1686.2168000000001	0.030399999999872307	RippleTimeIntervals						1686.228	5.822758850114014	142.57658710287328	0.030399999999872307	1319.6289942257781	
1690.0	8.0	SleepStates											NREM_ThDt
1690.0	8.0	SleepStates											NREM_noRipples_ThDt
1701.0	2.0	SleepStates											NREM_ThDt
1701.0	2.0	SleepStates											NREM_noRipples_ThDt
1704.7064	0.02320000000008804	RippleTimeIntervals						1704.7176000000002	4.220247638852762	136.6831358438487	0.02320000000008804	1433.5738929445909	
1704.768	0.03600000000005821	RippleTimeIntervals						1704.7984000000001	4.73785326307274	135.14324402397884	0.03600000000005821	1851.951844142736	
1705.0	1.0	SleepStates											NREM_ThDt
1705.0	1.0	SleepStates											NREM_noRipples_ThDt
1706.8072000000002	0.02719999999999345	RippleTimeIntervals						1706.8192000000001	4.955679775072895	132.90405192371728	0.02719999999999345	1759.9015265923786	
1707.3600000000001	0.023199999999860665	RippleTimeIntervals						1707.3752000000002	9.085656330859967	134.87984102338734	0.023199999999860665	2577.5120960285412	
1708.0	9.0	SleepStates											NREM_ThDt
1708.0	9.0	SleepStates											NREM_noRipples_ThDt
1709.6512	0.03760000000011132	RippleTimeIntervals						1709.6632000000002	7.408846715184703	146.42426313454152	0.03760000000011132	1692.1560823567822	
1716.3608000000002	0.025599999999940337	RippleTimeIntervals						1716.3792	6.957799694075926	145.5397535011094	0.025599999999940337	1760.0762471294984	
1719.0	0.0	SleepStates											NREM_ThDt
1719.0	0.0	SleepStates											NREM_noRipples_ThDt
1722.0	3.0	SleepStates											NREM_ThDt
1722.0	3.0	SleepStates											NREM_noRipples_ThDt
1727.0	1.0	SleepStates											NREM_ThDt
1727.0	1.0	SleepStates											NREM_noRipples_ThDt
1730.0	10.0	SleepStates											NREM_ThDt
1730.0	10.0	SleepStates											NREM_noRipples_ThDt
1730.3192000000001	0.02479999999991378	RippleTimeIntervals						1730.3392000000001	4.124247904871576	138.77387390945347	0.02479999999991378	1611.6808716468777	
1740.7528	0.04560000000014952	RippleTimeIntervals						1740.7792000000002	8.270295503255845	137.77261438263682	0.04560000000014952	1756.7590906444702	
1743.0	4.0	SleepStates											NREM_ThDt
1743.0	4.0	SleepStates											NREM_noRipples_ThDt
1750.0	0.0	SleepStates											NREM_ThDt
1750.0	0.0	SleepStates											NREM_noRipples_ThDt
1752.0	11.0	SleepStates											NREM_ThDt
1752.0	11.0	SleepStates											NREM_noRipples_ThDt
1766.0	0.0	SleepStates											NREM_ThDt
1766.0	0.0	SleepStates											NREM_noRipples_ThDt
1767.46	0.026399999999966894	RippleTimeIntervals						1767.4752	7.849996564675076	153.50466048961613	0.026399999999966894	1521.965407889429	
1767.5656000000001	0.026399999999966894	RippleTimeIntervals						1767.5768	3.9504216400154415	141.09474331797557	0.026399999999966894	1055.7938674401007	
1768.0	14.0	SleepStates											NREM_ThDt
1768.0	14.0	SleepStates											NREM_noRipples_ThDt
1769.5896	0.028800000000046566	RippleTimeIntervals						1769.6048	10.2558066055442	171.12672039554965	0.028800000000046566	1425.5217913973543	
1770.8680000000002	0.023999999999887223	RippleTimeIntervals						1770.8824000000002	6.251125408546408	167.30397221764974	0.023999999999887223	1355.3108627787171	
1772.6208000000001	0.026399999999966894	RippleTimeIntervals						1772.6328	7.831784870438534	140.67435528627158	0.026399999999966894	1613.813447963544	
1773.0704	0.03520000000003165	RippleTimeIntervals						1773.0864000000001	6.001790207747708	143.4124694155971	0.03520000000003165	1432.624846549966	
1775.9296000000002	0.03679999999985739	RippleTimeIntervals						1775.9440000000002	10.943416652208029	161.88177365048432	0.03679999999985739	1805.231549498368	
1778.9448	0.03360000000020591	RippleTimeIntervals						1778.9568000000002	11.094280219769404	153.5701801130938	0.03360000000020591	1523.411800078484	
1786.0	0.0	SleepStates											NREM_ThDt
1786.0	0.0	SleepStates											NREM_noRipples_ThDt
1788.0	2.0	SleepStates											NREM_ThDt
1788.0	2.0	SleepStates											NREM_noRipples_ThDt
1792.1576	0.02560000000016771	RippleTimeIntervals						1792.1688000000001	6.034235414748128	147.25867881426976	0.02560000000016771	1690.123708380367	
1793.0	11.0	SleepStates											NREM_ThDt
1793.0	11.0	SleepStates											NREM_noRipples_ThDt
1807.0	14.0	SleepStates											NREM_ThDt
1807.0	14.0	SleepStates											NREM_noRipples_ThDt
1813.1792	0.041600000000016735	RippleTimeIntervals						1813.2056	4.864696662271549	145.5449444884194	0.041600000000016735	1098.0499721375052	
1814.472	0.024800000000141154	RippleTimeIntervals						1814.4832000000001	5.19827232964118	162.6590703332945	0.024800000000141154	1375.350048081559	
1818.5584000000001	0.0543999999999869	RippleTimeIntervals						1818.5632	4.127392490829805	136.88485492556583	0.0543999999999869	1205.9696033672044	
1823.0	0.0	SleepStates											NREM_ThDt
1823.0	0.0	SleepStates											NREM_noRipples_ThDt
1825.0	5.0	SleepStates											NREM_ThDt
1825.0	5.0	SleepStates											NREM_noRipples_ThDt
1827.4576000000002	0.027999999999792635	RippleTimeIntervals						1827.4712000000002	12.42122169133756	144.2498893245289	0.027999999999792635	2167.8233677692333	
1827.7976	0.04240000000004329	RippleTimeIntervals						1827.8224	10.080741858373607	157.2108387122991	0.04240000000004329	1434.2337589673195	
1827.9624000000001	0.03600000000005821	RippleTimeIntervals						1827.9864	6.149349756246261	131.6888573696058	0.03600000000005821	1744.2176985997246	
1830.8528000000001	0.023999999999887223	RippleTimeIntervals						1830.8616000000002	3.510741959599383	142.4044657629841	0.023999999999887223	1285.6145975317647	
1833.0	12.0	SleepStates											NREM_ThDt
1833.0	12.0	SleepStates											NREM_noRipples_ThDt
