onset	duration	nwb_table	epoch_name	behavioral_paradigm	environment	manipulation	peak_time	peak_normed_power	center_time	state	label
0.0	2771.0378	epochs	fCamk5_210408_083833	BaselinePre	Home cage	None					
1.0	447.0	SleepStates									WAKEstate
13.462000000000002	0.3869999999999987	HSETimeIntervals					13.532		13.655500000000002		
15.276000000000002	0.20699999999999896	HSETimeIntervals					15.432		15.379500000000002		
20.558999999999997	0.18700000000000117	HSETimeIntervals					20.618		20.652499999999996		
22.813	0.11100000000000065	HSETimeIntervals					22.887		22.868499999999997		
24.0528	0.14559999999999818	UpDownStatesTimeIntervals								UP	
24.7064	0.10640000000000072	UpDownStatesTimeIntervals								UP	
25.4232	0.15039999999999765	UpDownStatesTimeIntervals								UP	
26.5104	0.22639999999999816	UpDownStatesTimeIntervals								UP	
27.0104	0.16159999999999997	UpDownStatesTimeIntervals								UP	
27.4696	0.1720000000000006	UpDownStatesTimeIntervals								UP	
28.627	0.1460000000000008	HSETimeIntervals					28.745		28.7		
31.5224	0.04159999999999897	RippleTimeIntervals					31.531200000000002	3.8407380268548357			
36.696000000000005	0.3919999999999959	HSETimeIntervals					36.766000000000005		36.892		
37.111000000000004	0.23199999999999932	HSETimeIntervals					37.164		37.227000000000004		
41.720000000000006	0.10799999999999699	HSETimeIntervals					41.776		41.77400000000001		
41.867000000000004	0.2779999999999987	HSETimeIntervals					42.086000000000006		42.00600000000001		
47.336000000000006	0.13700000000000045	HSETimeIntervals					47.387		47.404500000000006		
50.625	0.11900000000000688	HSETimeIntervals					50.686		50.6845		
50.758	0.14699999999999847	HSETimeIntervals					50.867000000000004		50.831500000000005		
51.1824	0.03119999999999834	RippleTimeIntervals					51.1912	3.3473069379789373			
52.075	0.38000000000000256	HSETimeIntervals					52.375		52.265		
52.64	0.39800000000000324	HSETimeIntervals					52.839000000000006		52.839		
53.080000000000005	0.08399999999999608	HSETimeIntervals					53.122		53.12200000000001		
53.221000000000004	0.21099999999999852	HSETimeIntervals					53.259		53.3265		
60.755	0.13100000000000023	HSETimeIntervals					60.798		60.8205		
63.589000000000006	0.21300000000000097	HSETimeIntervals					63.650000000000006		63.6955		
64.7016	0.08800000000000807	RippleTimeIntervals					64.7664	3.1761244793714556			
65.1464	0.020000000000010232	RippleTimeIntervals					65.15520000000001	4.192589168360094			
65.255	0.2360000000000042	HSETimeIntervals					65.459		65.37299999999999		
65.6136	0.06879999999999598	RippleTimeIntervals					65.632	4.226614254992534			
65.809	0.4519999999999982	HSETimeIntervals					66.11		66.035		
69.14999999999999	0.06800000000001205	HSETimeIntervals					69.184		69.184		
69.574	0.26500000000000057	HSETimeIntervals					69.728		69.70649999999999		
70.64320000000001	0.024799999999999045	RippleTimeIntervals					70.65440000000001	3.534438744833033			
71.848	0.12000000000000455	HSETimeIntervals					71.919		71.908		
72.11	0.21399999999999864	HSETimeIntervals					72.295		72.217		
76.877	0.25799999999999557	HSETimeIntervals					76.948		77.006		
81.012	0.19400000000000261	HSETimeIntervals					81.065		81.109		
83.669	0.2259999999999991	HSETimeIntervals					83.721		83.782		
99.77799999999999	0.17200000000001125	HSETimeIntervals					99.831		99.86399999999999		
99.986	0.22699999999998965	HSETimeIntervals					100.146		100.0995		
100.6768	0.021600000000006503	RippleTimeIntervals					100.69120000000001	3.5173905540123482			
102.526	0.4719999999999942	HSETimeIntervals					102.959		102.762		
102.9072	0.03520000000000323	RippleTimeIntervals					102.9088	3.4028236929114346			
103.041	0.07899999999999352	HSETimeIntervals					103.08		103.0805		
104.50999999999999	0.25	HSETimeIntervals					104.56		104.63499999999999		
104.786	0.12299999999999045	HSETimeIntervals					104.854		104.8475		
106.664	0.02559999999999718	RippleTimeIntervals					106.6696	3.6845424391091948			
109.651	0.07800000000000296	HSETimeIntervals					109.69		109.69		
110.571	0.09300000000000352	HSETimeIntervals					110.627		110.61749999999999		
111.559	0.18300000000000693	HSETimeIntervals					111.661		111.6505		
112.2256	0.050400000000010436	RippleTimeIntervals					112.248	3.0503945966378883			
115.627	0.4890000000000043	HSETimeIntervals					115.692		115.8715		
115.7128	0.03200000000001069	RippleTimeIntervals					115.7176	3.9862571186509133			
116.634	0.2049999999999983	HSETimeIntervals					116.801		116.7365		
117.361	0.22399999999998954	HSETimeIntervals					117.538		117.473		
117.77600000000001	0.03119999999999834	RippleTimeIntervals					117.8024	3.0587600022282517			
118.508	0.4930000000000092	HSETimeIntervals					118.568		118.7545		
119.06099999999999	0.22400000000000375	HSETimeIntervals					119.118		119.17299999999999		
127.064	0.10699999999999932	HSETimeIntervals					127.097		127.11749999999999		
150.947	0.0689999999999884	HSETimeIntervals					150.984		150.9815		
154.77360000000002	0.02240000000000464	RippleTimeIntervals					154.7912	3.004953914899259			
168.244	0.2150000000000034	HSETimeIntervals					168.413		168.3515		
187.691	0.18899999999999295	HSETimeIntervals					187.798		187.7855		
194.109	0.07399999999998386	HSETimeIntervals					194.152		194.14600000000002		
220.9	0.02960000000001628	RippleTimeIntervals					220.90480000000002	3.2207335346586263			
224.55200000000002	0.03520000000000323	RippleTimeIntervals					224.58	3.377236430688807			
228.116	0.11699999999999022	HSETimeIntervals					228.198		228.17450000000002		
242.56480000000002	0.020799999999979946	RippleTimeIntervals					242.5696	3.167940995323048			
243.30880000000002	0.043199999999984584	RippleTimeIntervals					243.33280000000002	3.6804257807912664			
245.156	0.17599999999998772	HSETimeIntervals					245.296		245.244		
263.23	0.07800000000003138	HSETimeIntervals					263.27700000000004		263.269		
263.2744	0.02240000000000464	RippleTimeIntervals					263.2824	14.413912495387216			
266.0288	0.03440000000000509	RippleTimeIntervals					266.03360000000004	3.491253015631188			
285.87600000000003	0.057599999999979445	RippleTimeIntervals					285.90160000000003	6.201327578141692			
303.4728	0.04800000000000182	RippleTimeIntervals					303.5016	3.6424200567490375			
304.21500000000003	0.09399999999999409	HSETimeIntervals					304.261		304.26200000000006		
305.076	0.07499999999998863	HSETimeIntervals					305.11800000000005		305.11350000000004		
313.7616	0.04240000000004329	RippleTimeIntervals					313.7816	12.099043971459079			
328.344	0.02719999999999345	RippleTimeIntervals					328.3632	5.58861075437653			
336.45700000000005	0.16999999999995907	HSETimeIntervals					336.57800000000003		336.54200000000003		
357.12600000000003	0.06700000000000728	HSETimeIntervals					357.16400000000004		357.15950000000004		
357.1496	0.03519999999997481	RippleTimeIntervals					357.1696	7.284391519995321			
368.548	0.06880000000001019	RippleTimeIntervals					368.608	3.503622728596015			
372.562	0.117999999999995	HSETimeIntervals					372.596		372.62100000000004		
383.869	0.132000000000005	HSETimeIntervals					383.949		383.935		
400.19700000000006	0.2659999999999627	HSETimeIntervals					400.41400000000004		400.33000000000004		
410.9768	0.039199999999993906	RippleTimeIntervals					411.00960000000003	3.435890318004441			
411.1376	0.02719999999999345	RippleTimeIntervals					411.1424	4.7384582300027756			
416.452	0.08960000000001855	RippleTimeIntervals					416.5208	6.674499662811361			
449.0	11.0	SleepStates									NREMstate
449.61600000000004	0.1220000000000141	HSETimeIntervals					449.70500000000004		449.677		
449.7072	0.02559999999999718	RippleTimeIntervals					449.72560000000004	5.123857295789584			
451.42600000000004	0.21199999999998909	HSETimeIntervals					451.562		451.53200000000004		
452.78400000000005	0.1379999999999768	HSETimeIntervals					452.843		452.85300000000007		
455.7624	0.13599999999996726	UpDownStatesTimeIntervals								UP	
456.7728	0.22479999999995925	UpDownStatesTimeIntervals								UP	
461.0	19.0	SleepStates									WAKEstate
462.9984	0.02559999999999718	RippleTimeIntervals					463.00960000000003	5.00896857175713			
463.79920000000004	0.03280000000000882	RippleTimeIntervals					463.80800000000005	6.482596635917166			
470.379	0.08800000000002228	HSETimeIntervals					470.41700000000003		470.423		
471.254	0.3380000000000223	HSETimeIntervals					471.55300000000005		471.423		
472.389	0.10000000000002274	HSETimeIntervals					472.44000000000005		472.439		
475.5072	0.04079999999999018	RippleTimeIntervals					475.53520000000003	8.147507327316593			
480.73920000000004	0.07679999999999154	RippleTimeIntervals					480.7864	5.881444834174153			
481.0	11.0	SleepStates									NREMstate
482.615	0.47500000000002274	HSETimeIntervals					482.86300000000006		482.8525		
483.11	0.3269999999999982	HSETimeIntervals					483.39700000000005		483.2735		
484.15200000000004	0.08299999999996999	HSETimeIntervals					484.199		484.19350000000003		
487.73400000000004	0.09399999999999409	HSETimeIntervals					487.79900000000004		487.78100000000006		
487.85100000000006	0.4689999999999941	HSETimeIntervals					488.028		488.0855000000001		
488.34900000000005	0.18799999999998818	HSETimeIntervals					488.39200000000005		488.44300000000004		
491.34900000000005	0.25399999999996226	HSETimeIntervals					491.57000000000005		491.47600000000006		
493.0	52.0	SleepStates									WAKEstate
495.37000000000006	0.24099999999998545	HSETimeIntervals					495.55100000000004		495.49050000000005		
495.40720000000005	0.11759999999998172	RippleTimeIntervals					495.51680000000005	3.446698284204149			
496.56000000000006	0.26399999999995316	HSETimeIntervals					496.754		496.69200000000006		
497.386	0.11200000000002319	HSETimeIntervals					497.42300000000006		497.442		
497.942	0.11000000000001364	HSETimeIntervals					497.98900000000003		497.997		
498.369	0.20900000000000318	HSETimeIntervals					498.40400000000005		498.4735		
499.3208	0.030399999999985994	RippleTimeIntervals					499.3408	3.297052343333693			
500.8	0.3190000000000168	HSETimeIntervals					501.031		500.9595		
500.8912	0.02240000000000464	RippleTimeIntervals					500.9048	3.028024441669838			
501.1712	0.03680000000002792	RippleTimeIntervals					501.19440000000003	3.9495103335945303			
501.254	0.09000000000003183	HSETimeIntervals					501.29400000000004		501.29900000000004		
503.52500000000003	0.09500000000002728	HSETimeIntervals					503.562		503.57250000000005		
503.89500000000004	0.08299999999996999	HSETimeIntervals					503.934		503.9365		
505.56800000000004	0.3650000000000091	HSETimeIntervals					505.759		505.75050000000005		
505.94300000000004	0.08999999999997499	HSETimeIntervals					505.97600000000006		505.98800000000006		
506.46000000000004	0.12700000000000955	HSETimeIntervals					506.50800000000004		506.5235		
507.014	0.13500000000004775	HSETimeIntervals					507.07700000000006		507.0815		
508.79800000000006	0.32099999999996953	HSETimeIntervals					509.08200000000005		508.9585000000001		
509.14000000000004	0.07299999999997908	HSETimeIntervals					509.175		509.17650000000003		
513.26	0.15399999999999636	HSETimeIntervals					513.374		513.337		
513.648	0.07600000000002183	HSETimeIntervals					513.695		513.686		
517.2616	0.04719999999997526	RippleTimeIntervals					517.2664	3.197715719377614			
517.8050000000001	0.20299999999997453	HSETimeIntervals					517.859		517.9065		
518.644	0.17700000000002092	HSETimeIntervals					518.75		518.7325		
519.24	0.09000000000003183	HSETimeIntervals					519.282		519.285		
519.913	0.07100000000002638	HSETimeIntervals					519.952		519.9485		
523.308	0.04640000000006239	RippleTimeIntervals					523.3472	4.638585294926321			
524.371	0.11000000000001364	HSETimeIntervals					524.4250000000001		524.4259999999999		
526.999	0.2300000000000182	HSETimeIntervals					527.134		527.114		
527.95	0.2379999999999427	HSETimeIntervals					528.082		528.0690000000001		
530.0744	0.06320000000005166	RippleTimeIntervals					530.0912000000001	3.0107539317640604			
530.077	0.1370000000000573	HSETimeIntervals					530.118		530.1455		
536.346	0.3550000000000182	HSETimeIntervals					536.6320000000001		536.5235		
539.7610000000001	0.32399999999995543	HSETimeIntervals					540.042		539.9230000000001		
540.379	0.38599999999996726	HSETimeIntervals					540.721		540.572		
541.659	0.40800000000001546	HSETimeIntervals					541.859		541.8629999999999		
543.7392	0.14240000000006603	UpDownStatesTimeIntervals								UP	
544.2448	0.22879999999997835	UpDownStatesTimeIntervals								UP	
544.864	0.14400000000000546	UpDownStatesTimeIntervals								UP	
545.3424	0.1208000000000311	UpDownStatesTimeIntervals								UP	
545.9088	0.116800000000012	UpDownStatesTimeIntervals								UP	
546.0	11.0	SleepStates									NREMstate
546.8632	0.12400000000002365	UpDownStatesTimeIntervals								UP	
552.2304	0.23680000000001655	UpDownStatesTimeIntervals								UP	
552.788	0.4271999999999707	UpDownStatesTimeIntervals								DOWN	
553.2152	0.12239999999997053	UpDownStatesTimeIntervals								UP	
553.756	0.06320000000005166	UpDownStatesTimeIntervals								UP	
554.217	0.20100000000002183	HSETimeIntervals					554.253		554.3175		
554.5904	0.2215999999999667	UpDownStatesTimeIntervals								UP	
555.408	0.13839999999993324	UpDownStatesTimeIntervals								UP	
557.7850000000001	0.45799999999997	HSETimeIntervals					557.98		558.0140000000001		
558.0	95.0	SleepStates									WAKEstate
558.258	0.4940000000000282	HSETimeIntervals					558.3090000000001		558.505		
559.0490000000001	0.2299999999999045	HSETimeIntervals					559.1070000000001		559.1640000000001		
